"","Date","Close.Last","Volume","Open","High","Low","change","change_cat","moon","slash","plus","star","two","lunar","solar","flare"
"21",2024-02-29,428.24,1503319,429.33,"$430.75","$427.56",1.08999999999997,1,0,0,0,0,0,0,0,0
"22",2024-02-28,432.48,1029529,431.88,"$435.02","$430.8401",-0.600000000000023,0,0,0,0,0,0,0,0,0
"23",2024-02-27,430.43,886991,428.68,"$431.23","$426.50",-1.75,0,0,0,0,0,0,0,0,0
"24",2024-02-26,429.18,980642,431.5,"$432.45","$426.79",2.31999999999999,1,0,0,0,0,0,0,0,0
"25",2024-02-23,431.12,842229,428.87,"$431.43","$428.20",-2.25,0,0,0,0,0,0,0,0,0
"26",2024-02-22,428.89,1236978,425.09,"$429.48","$423.8325",-3.80000000000001,0,0,0,0,0,0,0,0,0
"27",2024-02-21,427.55,970022,426.21,"$428.22","$424.37",-1.34000000000003,0,0,0,0,0,0,0,0,0
"28",2024-02-20,424.27,1364125,425.19,"$428.29","$423.7701",0.920000000000016,1,0,0,0,0,0,0,0,0
"29",2024-02-16,424.07,805983,423.12,"$425.16","$422.54",-0.949999999999989,0,0,0,0,0,0,0,0,0
"30",2024-02-15,423.12,1136780,418.58,"$423.35","$418.58",-4.54000000000002,0,0,0,0,0,0,0,0,0
"31",2024-02-14,418.19,2503797,427.68,"$428.50","$413.92",9.49000000000001,1,0,0,0,0,0,0,0,0
"32",2024-02-13,426.52,1089533,429.34,"$431.90","$423.24",2.81999999999999,1,0,0,0,0,0,0,0,0
"33",2024-02-12,428.07,1007277,426.75,"$430.55","$426.00",-1.31999999999999,0,0,0,0,0,0,0,0,0
"34",2024-02-09,426.5,1038785,427.53,"$427.665","$424.47",1.02999999999997,1,0,0,0,0,0,0,0,0
"35",2024-02-08,427,972223,429.36,"$429.7516","$425.73",2.36000000000001,1,0,0,0,0,0,0,0,0
"36",2024-02-07,430.1,980872,426.54,"$430.29","$426.54",-3.56,0,0,0,0,0,0,0,0,0
"37",2024-02-06,426.95,1065843,421.98,"$429.02","$420.36",-4.96999999999997,0,0,0,0,0,0,0,0,0
"38",2024-02-05,421.7,1379621,424,"$424.37","$419.83",2.30000000000001,1,0,0,0,0,0,0,0,0
"39",2024-02-02,425.97,973880,428.14,"$428.895","$424.38",2.16999999999996,1,0,0,0,0,0,0,0,0
"40",2024-02-01,429.77,1175196,430.23,"$431.77","$426.70",0.460000000000036,1,0,0,0,0,0,0,0,0
"41",2024-01-31,429.41,1120062,432.35,"$433.72","$429.0574",2.94,1,0,0,0,0,0,0,0,0
"42",2024-01-30,431.68,1016375,431.27,"$431.85","$427.775",-0.410000000000025,0,0,0,0,0,0,0,0,0
"43",2024-01-29,428.01,1903320,431,"$432.03","$425.57",2.99000000000001,1,0,0,0,0,0,0,0,0
"44",2024-01-26,429.91,1260544,431.97,"$433.4226","$426.71",2.06,1,0,0,0,0,0,0,0,0
"45",2024-01-25,431.04,1813860,430,"$433.9427","$425.75",-1.04000000000002,0,1,0,0,0,0,0,0,0
"46",2024-01-24,431.65,1768872,439.52,"$443.20","$431.545",7.87,1,0,0,0,0,0,0,0,0
"47",2024-01-23,439.67,3613453,458.59,"$459.00","$433.89",18.92,1,0,0,0,0,0,0,0,0
"48",2024-01-22,458.76,1216791,457.59,"$460.825","$455.44",-1.17000000000002,0,0,0,0,0,0,0,0,0
"49",2024-01-19,457.76,866575,460.56,"$460.85","$455.96",2.80000000000001,1,0,0,0,0,0,0,0,0
"50",2024-01-18,459.57,780470,456.1,"$459.98","$453.54",-3.46999999999997,0,0,0,0,0,0,0,0,0
"51",2024-01-17,456.47,920830,457.67,"$462.79","$455.08",1.19999999999999,1,0,0,0,0,0,0,0,0
"52",2024-01-16,457.84,814920,466.27,"$466.27","$456.36",8.43000000000001,1,0,0,0,0,0,0,0,0
"53",2024-01-12,463.18,966475,457.37,"$463.38","$456.53",-5.81,0,0,0,0,0,0,0,0,0
"54",2024-01-11,453.13,784784,456.56,"$457.80","$449.36",3.43000000000001,1,0,0,0,0,0,0,0,0
"55",2024-01-10,455.4,666085,456.2,"$459.655","$454.78",0.800000000000011,1,0,0,0,0,0,0,0,0
"56",2024-01-09,456.29,733045,458.55,"$458.61","$453.27",2.25999999999999,1,0,0,0,0,0,0,0,0
"57",2024-01-08,458.6,716216,454.41,"$458.69","$453.5301",-4.19,0,0,0,0,0,0,0,0,0
"58",2024-01-05,456.5,705324,460.04,"$460.11","$453.27",3.54000000000002,1,0,0,0,0,0,0,0,0
"59",2024-01-04,457.87,1087809,462.31,"$463.95","$457.77",4.44,1,0,0,0,0,0,0,0,0
"60",2024-01-03,459.12,1174302,458.79,"$464.10","$457.805",-0.329999999999984,0,0,0,0,0,0,0,0,0
"61",2024-01-02,456.12,1206678,454.3,"$462.05","$454.30",-1.81999999999999,0,0,0,0,0,0,0,0,0
"62",2023-12-29,453.24,832537,452,"$453.50","$451.148",-1.24000000000001,0,0,0,0,0,0,0,0,0
"63",2023-12-28,451.23,741854,448.97,"$451.825","$448.46",-2.25999999999999,0,0,0,0,0,0,0,0,0
"64",2023-12-27,448.97,699955,448.55,"$451.0185","$448.41",-0.420000000000016,0,1,0,0,0,0,0,0,0
"65",2023-12-26,450.18,516985,448.15,"$451.44","$447.82",-2.03000000000003,0,0,0,0,0,0,0,0,0
"66",2023-12-22,448.22,623775,450,"$451.74","$448.11",1.77999999999997,1,0,0,0,0,0,0,0,0
"67",2023-12-21,448.02,637239,444.24,"$448.10","$444.215",-3.77999999999997,0,0,0,0,0,0,0,0,0
"68",2023-12-20,442.6,1306864,448.04,"$448.5499","$442.57",5.44,1,0,0,0,0,0,0,0,0
"69",2023-12-19,447.79,695031,447.68,"$448.59","$446.15",-0.110000000000014,0,0,0,0,0,0,0,0,0
"70",2023-12-18,446.91,1197385,442.71,"$447.26","$442.27",-4.20000000000005,0,0,0,0,0,0,0,0,0
"71",2023-12-15,441.81,3973469,441,"$444.545","$438.71",-0.810000000000002,0,0,0,0,0,0,0,0,0
"72",2023-12-14,445.27,1891203,450.51,"$450.87","$441.44",5.24000000000001,1,0,0,0,0,0,0,0,0
"73",2023-12-13,451.44,1300265,452.95,"$454.19","$450.50",1.50999999999999,1,0,0,0,0,0,0,0,0
"74",2023-12-12,451.63,1008242,451.68,"$453.75","$450.37",0.0500000000000114,1,0,0,0,0,0,0,0,0
"75",2023-12-11,451.26,1021581,451.88,"$453.26","$449.51",0.620000000000005,1,0,0,0,0,0,0,0,0
"76",2023-12-08,448.02,761176,448.57,"$450.53","$447.4595",0.550000000000011,1,0,0,0,0,0,0,0,0
"77",2023-12-07,447.11,861191,450.42,"$451.39","$446.29",3.31,1,0,0,0,0,0,0,0,0
"78",2023-12-06,449.41,864227,445.5,"$450.44","$445.50",-3.91000000000003,0,0,0,0,0,0,0,0,0
"79",2023-12-05,446.24,1055774,450.29,"$450.6437","$445.90",4.05000000000001,1,0,0,0,0,0,0,0,0
"80",2023-12-04,450.69,1265775,447.37,"$450.96","$446.11",-3.31999999999999,0,0,0,0,0,0,0,0,0
"81",2023-12-01,449.41,856928,448.4,"$450.66","$448.15",-1.01000000000005,0,0,0,0,0,0,0,0,0
"82",2023-11-30,447.77,1514694,443,"$447.86","$442.51",-4.76999999999998,0,0,0,0,0,0,0,0,0
"83",2023-11-29,445.01,1272912,449.54,"$449.54","$443.91",4.53000000000003,1,0,0,0,0,0,0,0,0
"84",2023-11-28,448.27,1124950,447.86,"$450.88","$446.00",-0.409999999999968,0,0,0,0,0,0,0,0,0
"85",2023-11-27,445.49,1497004,451.86,"$452.8299","$445.43",6.37,1,1,0,0,0,0,0,0,0
"86",2023-11-24,452.01,326644,451.69,"$452.59","$449.74",-0.319999999999993,0,0,0,0,0,0,0,0,0
"87",2023-11-22,450.4,833765,447.5,"$451.70","$447.50",-2.89999999999998,0,0,0,0,0,0,0,0,0
"88",2023-11-21,448.15,1177877,445,"$448.57","$444.155",-3.14999999999998,0,0,0,0,0,0,0,0,0
"89",2023-11-20,443.81,982113,444.03,"$445.59","$440.76",0.21999999999997,1,0,0,0,0,0,0,0,0
"90",2023-11-17,444.68,898624,446.64,"$447.23","$444.22",1.95999999999998,1,0,0,0,0,0,0,0,0
"91",2023-11-16,445.59,912979,445.8,"$447.67","$443.55",0.210000000000036,1,0,0,0,0,0,0,0,0
"92",2023-11-15,445.14,1098462,443.47,"$448.01","$443.47",-1.66999999999996,0,0,0,0,0,0,0,0,0
"93",2023-11-14,444.22,1336811,443,"$446.73","$441.86",-1.22000000000003,0,0,0,0,0,0,0,0,0
"94",2023-11-13,445.03,1003947,445,"$448.57","$443.29",-0.0299999999999727,0,0,0,0,0,0,0,0,0
"95",2023-11-10,444.87,1525619,444.01,"$445.83","$440.97",-0.860000000000014,0,0,0,0,0,0,0,0,0
"96",2023-11-09,442.46,1775623,445.41,"$445.61","$439.6754",2.95000000000005,1,0,0,0,0,0,0,0,0
"97",2023-11-08,444.66,1386408,450.15,"$451.7713","$444.03",5.48999999999995,1,0,0,0,0,0,0,0,0
"98",2023-11-07,450.15,1220143,453.16,"$453.16","$449.69",3.01000000000005,1,0,0,0,0,0,0,0,0
"99",2023-11-06,451.16,1440995,454.84,"$454.84","$450.64",3.67999999999995,1,0,0,0,0,0,0,0,0
"100",2023-11-03,453.34,1365625,455.11,"$457.76","$451.13",1.77000000000004,1,0,0,0,0,0,0,0,0
"101",2023-11-02,458.04,1242239,450.75,"$458.224","$450.75",-7.29000000000002,0,0,0,0,0,0,0,0,0
"102",2023-11-01,452.38,1267032,456.33,"$456.70","$451.46",3.94999999999999,1,0,0,0,0,0,0,0,0
"103",2023-10-31,454.64,1418804,447.3,"$455.13","$445.41",-7.33999999999997,0,0,0,0,0,0,0,0,0
"104",2023-10-30,445.84,948802,444.42,"$446.86","$442.80",-1.41999999999996,0,0,0,0,0,0,0,0,0
"105",2023-10-27,443.39,1288649,443.42,"$447.6587","$440.235",0.0300000000000296,1,0,0,0,0,0,0,0,0
"106",2023-10-26,445.97,1432131,448.01,"$451.09","$443.68",2.03999999999996,1,0,0,0,0,0,0,0,0
"107",2023-10-25,447.69,1228868,444.34,"$449.38","$443.68",-3.35000000000002,0,0,0,0,0,0,0,0,0
"108",2023-10-24,440.9,1367136,449.13,"$450.61","$440.34",8.23000000000002,1,0,0,0,0,0,0,0,0
"109",2023-10-23,446.16,1502365,444.21,"$452.06","$443.49",-1.95000000000005,0,0,0,0,0,0,0,0,0
"110",2023-10-20,444.17,1715061,451.37,"$452.60","$444.01",7.19999999999999,1,0,0,0,0,0,0,0,0
"111",2023-10-19,449.18,2012401,443.66,"$449.67","$442.1915",-5.51999999999998,0,0,0,0,0,0,0,0,0
"112",2023-10-18,446.07,2024122,443.31,"$447.89","$440.2668",-2.75999999999999,0,0,0,0,0,0,0,0,0
"113",2023-10-17,441.13,3103947,436.56,"$452.79","$435.13",-4.56999999999999,0,0,0,0,0,0,0,0,0
"114",2023-10-16,440.41,1931317,439.42,"$443.4995","$434.39",-0.990000000000009,0,0,0,0,0,0,0,0,0
"115",2023-10-13,441.06,1520907,438.53,"$443.12","$434.67",-2.53000000000003,0,0,0,0,0,0,0,0,0
"116",2023-10-12,434.14,1122110,438.05,"$439.09","$430.1098",3.91000000000003,1,0,0,0,0,0,0,0,0
"117",2023-10-11,436.65,1419534,434.72,"$438.80","$433.30",-1.92999999999995,0,0,0,0,0,0,0,0,0
"118",2023-10-10,435.1,2626166,441.52,"$442.62","$432.53",6.41999999999996,1,0,0,0,0,0,0,0,0
"119",2023-10-09,436.53,5343747,428.72,"$436.60","$423.39",-7.80999999999995,0,0,0,0,0,0,0,0,0
"120",2023-10-06,400.73,1135594,395.4,"$402.415","$393.77",-5.33000000000004,0,0,0,0,0,0,0,0,0
"121",2023-10-05,397.35,1162794,400.96,"$401.4299","$394.62",3.60999999999996,1,0,0,0,0,0,0,0,0
"122",2023-10-04,401.33,1243459,400.66,"$402.00","$397.105",-0.669999999999959,0,0,0,0,0,0,0,0,0
"123",2023-10-03,403.83,899181,407.39,"$407.50","$402.59",3.56,1,0,0,0,0,0,0,0,0
"124",2023-10-02,407.82,733257,408.96,"$410.9899","$405.89",1.13999999999999,1,0,0,0,0,0,0,0,0
"125",2023-09-29,408.96,764063,410.96,"$411.4469","$407.59",2,1,1,0,0,0,0,0,0,0
"126",2023-09-28,410.96,819809,409.9,"$412.86","$408.815",-1.06,0,0,0,0,0,0,0,0,0
"127",2023-09-27,408.72,1317558,409.18,"$410.00","$405.72",0.45999999999998,1,0,0,0,0,0,0,0,0
"128",2023-09-26,408.75,1107966,410.63,"$411.27","$407.7472",1.88,1,0,0,0,0,0,0,0,0
"129",2023-09-25,412.9,748376,413.23,"$413.95","$411.51",0.330000000000041,1,0,0,0,0,0,0,0,0
"130",2023-09-22,413.65,1453371,415.94,"$417.50","$413.225",2.29000000000002,1,0,0,0,0,0,0,0,0
"131",2023-09-21,417.54,1669759,425.73,"$426.61","$417.19",8.19,1,0,0,0,0,0,0,0,0
"132",2023-09-20,426.95,1044263,426.95,"$430.85","$426.67",0,1,0,0,0,0,0,0,0,0
"133",2023-09-19,425.31,862437,430.25,"$431.075","$425.06",4.94,1,0,0,0,0,0,0,0,0
"134",2023-09-18,429.86,951207,427.66,"$431.45","$426.60",-2.19999999999999,0,0,0,0,0,0,0,0,0
"135",2023-09-15,424.05,1681583,423.91,"$428.88","$423.71",-0.139999999999986,0,0,0,0,0,0,0,0,0
"136",2023-09-14,425.89,992409,420.73,"$426.655","$420.73",-5.15999999999997,0,0,0,0,0,0,0,0,0
"137",2023-09-13,420.99,971568,419.82,"$422.25","$418.5801",-1.17000000000002,0,0,0,0,0,0,0,0,0
"138",2023-09-12,417.83,1307739,419.54,"$420.1125","$415.94",1.71000000000004,1,0,0,0,0,0,0,0,0
"139",2023-09-11,420.66,1618480,422.22,"$422.725","$416.515",1.56,1,0,0,0,0,0,0,0,0
"140",2023-09-08,423.09,1162522,426.33,"$426.44","$422.25",3.24000000000001,1,0,0,0,0,0,0,0,0
"141",2023-09-07,425.94,1195778,424,"$427.775","$422.00",-1.94,0,0,0,0,0,0,0,0,0
"142",2023-09-06,423.94,2547965,440.24,"$441.34","$423.66",16.3,1,0,0,0,0,0,0,0,0
"143",2023-09-05,445.19,854110,448,"$448.33","$445.05",2.81,1,0,0,0,0,0,0,0,0
"144",2023-09-01,448.18,668746,450.32,"$451.89","$447.78",2.13999999999999,1,0,0,0,0,0,0,0,0
"145",2023-08-31,448.35,826499,450.82,"$453.62","$448.14",2.46999999999997,1,1,0,1,0,0,0,0,0
"146",2023-08-30,452.41,876092,449.44,"$455.92","$448.485",-2.97000000000003,0,0,0,0,0,0,0,0,0
"147",2023-08-29,448.4,1053749,452.32,"$453.26","$444.49",3.92000000000002,1,0,0,0,0,0,0,0,0
"148",2023-08-28,452.32,641013,450.81,"$453.33","$450.2701",-1.50999999999999,0,0,0,0,0,0,0,0,0
"149",2023-08-25,451.09,785305,455.26,"$455.26","$449.06",4.17000000000002,1,0,0,0,0,0,0,0,0
"150",2023-08-24,452.55,697790,453.26,"$457.67","$452.44",0.70999999999998,1,0,0,0,0,0,0,0,0
"151",2023-08-23,454.57,1043311,454.58,"$454.89","$452.085",0.00999999999999091,1,0,0,0,0,0,0,0,0
"152",2023-08-22,452.94,671893,451.74,"$453.89","$450.46",-1.19999999999999,0,0,0,0,0,0,0,0,0
"153",2023-08-21,451.49,573502,449.84,"$453.03","$449.00",-1.65000000000003,0,0,0,0,0,0,0,0,0
"154",2023-08-18,450.06,1075714,445.42,"$455.365","$445.38",-4.63999999999999,0,0,0,0,0,0,0,0,0
"155",2023-08-17,446.68,635778,446.64,"$450.22","$446.435",-0.0400000000000205,0,0,0,0,0,0,0,0,0
"156",2023-08-16,445.13,821965,442.86,"$447.03","$442.30",-2.26999999999998,0,0,0,0,0,0,0,0,0
"157",2023-08-15,443.58,725274,448,"$450.00","$443.28",4.42000000000002,1,0,0,0,0,0,0,0,0
"158",2023-08-14,450.08,752307,454.59,"$455.61","$449.66",4.50999999999999,1,0,0,0,0,0,0,0,0
"159",2023-08-11,454.05,690706,451.18,"$454.09","$450.52",-2.87,0,0,0,0,0,0,0,0,0
"160",2023-08-10,450.05,688916,452,"$453.97","$449.26",1.94999999999999,1,0,0,0,0,0,0,0,0
"161",2023-08-09,452.81,1211810,450.08,"$454.05","$449.99",-2.73000000000002,0,0,0,0,0,0,0,0,0
"162",2023-08-08,449.47,791637,449,"$450.51","$447.57",-0.470000000000027,0,0,0,0,0,0,0,0,0
"163",2023-08-07,449.78,746803,447.32,"$450.47","$446.276",-2.45999999999998,0,0,0,0,0,0,0,0,0
"164",2023-08-04,445.72,846951,448.58,"$450.29","$445.31",2.85999999999996,1,0,0,0,0,0,0,0,0
"165",2023-08-03,447.92,1240780,447.32,"$450.20","$445.98",-0.600000000000023,0,0,0,0,0,0,0,0,0
"166",2023-08-02,448.56,905975,451.28,"$453.13","$447.91",2.71999999999997,1,0,0,0,0,0,0,0,0
"167",2023-08-01,451.28,1048012,447.03,"$453.12","$446.90",-4.25,0,1,0,0,0,0,0,0,0
"168",2023-07-31,446.37,1806448,449.71,"$449.71","$444.63",3.33999999999997,1,0,0,0,0,0,0,0,0
"169",2023-07-28,449,1163175,448,"$450.65","$446.49",-1,0,0,0,0,0,0,0,0,0
"170",2023-07-27,448.64,1603778,451.5,"$452.42","$445.32",2.86000000000001,1,0,0,0,0,0,0,0,0
"171",2023-07-26,452.81,1322292,454.33,"$457.05","$451.87",1.51999999999998,1,0,0,0,0,0,0,0,0
"172",2023-07-25,454.15,1207812,452.43,"$454.76","$447.42",-1.71999999999997,0,0,0,0,0,0,0,0,0
"173",2023-07-24,456.8,892432,456,"$457.945","$454.0364",-0.800000000000011,0,0,0,0,0,0,0,0,0
"174",2023-07-21,454.76,934414,454.81,"$456.935","$453.35",0.0500000000000114,1,0,0,0,0,0,0,0,0
"175",2023-07-20,456.01,1354029,452.63,"$458.20","$452.0001",-3.38,0,0,0,0,0,0,0,0,0
"176",2023-07-19,451.51,2141500,457,"$459.2832","$448.11",5.49000000000001,1,0,0,0,0,0,0,0,0
"177",2023-07-18,455.7,3122613,474.37,"$479.50","$454.2841",18.67,1,0,0,0,0,0,0,0,0
"178",2023-07-17,469.97,1890261,466.29,"$473.9899","$465.62",-3.68000000000001,0,0,0,0,0,0,0,0,0
"179",2023-07-14,464.31,933202,466,"$466.52","$462.36",1.69,1,0,0,0,0,0,0,0,0
"180",2023-07-13,466.38,821864,461,"$467.44","$460.33",-5.38,0,0,0,0,0,0,0,0,0
"181",2023-07-12,461.96,1067254,467.2,"$467.22","$461.12",5.24000000000001,1,0,0,0,0,0,0,0,0
"182",2023-07-11,466.29,709253,461.27,"$467.10","$459.79",-5.02000000000004,0,0,0,0,0,0,0,0,0
"183",2023-07-10,460.38,718374,458.5,"$462.59","$458.05",-1.88,0,0,0,0,0,0,0,0,0
"184",2023-07-07,458.71,642167,460,"$461.89","$458.10",1.29000000000002,1,0,0,0,0,0,0,0,0
"185",2023-07-06,461.64,675968,463,"$463.00","$459.34",1.36000000000001,1,0,0,0,0,0,0,0,0
"186",2023-07-05,462.76,625509,461.57,"$463.3499","$458.935",-1.19,0,0,0,0,0,0,0,0,0
"187",2023-07-03,462.58,385446,460,"$463.33","$457.55",-2.57999999999998,0,1,0,0,0,0,0,0,0
"188",2023-06-30,460.38,982764,459.24,"$462.67","$456.79",-1.13999999999999,0,0,0,0,0,0,0,0,0
"189",2023-06-29,457.44,684263,449.92,"$457.53","$448.78",-7.51999999999998,0,0,0,0,0,0,0,0,0
"190",2023-06-28,449.66,848995,453.58,"$453.76","$447.46",3.91999999999996,1,0,0,0,0,0,0,0,0
"191",2023-06-27,453.15,671166,452.79,"$455.63","$452.42",-0.359999999999957,0,0,0,0,0,0,0,0,0
"192",2023-06-26,452.8,997176,455.94,"$456.16","$446.68",3.13999999999999,1,0,0,0,0,0,0,0,0
"193",2023-06-23,459.36,1348206,463.52,"$465.42","$458.13",4.15999999999997,1,0,0,0,0,0,0,0,0
"194",2023-06-22,463.43,688681,465.52,"$466.05","$461.50",2.08999999999997,1,0,0,0,0,0,0,0,0
"195",2023-06-21,466.04,907074,461.06,"$467.17","$458.01",-4.98000000000002,0,0,0,0,0,0,0,0,0
"196",2023-06-20,458.38,775250,459.48,"$461.89","$457.48",1.10000000000002,1,0,0,0,0,0,0,0,0
"197",2023-06-16,459.17,1642807,457.73,"$461.77","$456.60",-1.44,0,0,0,0,0,0,0,0,0
"198",2023-06-15,455.95,892547,454,"$458.5059","$453.92",-1.94999999999999,0,0,0,0,0,0,0,0,0
"199",2023-06-14,452.55,945891,451.41,"$453.42","$448.57",-1.13999999999999,0,0,0,0,0,0,0,0,0
"200",2023-06-13,452.37,1486493,456.01,"$456.9699","$445.89",3.63999999999999,1,0,0,0,0,0,0,0,0
"201",2023-06-12,459.87,954660,462.79,"$462.87","$458.18",2.92000000000002,1,0,0,0,0,0,0,0,0
"202",2023-06-09,462.69,713249,465.39,"$465.39","$460.39",2.69999999999999,1,0,0,0,0,0,0,0,0
"203",2023-06-08,464.17,863512,462.18,"$466.42","$461.46",-1.99000000000001,0,0,0,0,0,0,0,0,0
"204",2023-06-07,461.75,893317,458.12,"$463.75","$455.01",-3.63,0,0,0,0,0,0,0,0,0
"205",2023-06-06,458.63,816865,456.52,"$459.34","$454.3944",-2.11000000000001,0,0,0,0,0,0,0,0,0
"206",2023-06-05,454.69,807333,456.14,"$456.76","$452.48",1.44999999999999,1,0,0,0,0,0,0,0,0
"207",2023-06-02,454.49,894658,452.12,"$456.355","$450.555",-2.37,0,0,0,0,0,0,0,0,0
"208",2023-06-01,449.67,878675,445.6,"$450.78","$443.4201",-4.06999999999999,0,0,0,0,0,0,0,0,0
"209",2023-05-31,444.01,1673655,444.62,"$445.93","$443.00",0.610000000000014,1,0,0,0,0,0,0,0,0
"210",2023-05-30,447.97,1163307,448.08,"$449.05","$444.24",0.109999999999957,1,0,0,0,0,0,0,0,0
"211",2023-05-26,448.45,1135533,442.86,"$451.77","$442.10",-5.58999999999997,0,0,0,0,0,0,0,0,0
"212",2023-05-25,442.83,1205011,451.5,"$451.50","$439.70",8.67000000000002,1,0,0,0,0,0,0,0,0
"213",2023-05-24,452.72,858759,453.24,"$456.7431","$451.18",0.519999999999982,1,0,0,0,0,0,0,0,0
"214",2023-05-23,452.63,1027289,452.11,"$456.40","$450.00",-0.519999999999982,0,0,0,0,0,0,0,0,0
"215",2023-05-22,454.72,628089,454,"$457.365","$451.5903",-0.720000000000027,0,0,0,0,0,0,0,0,0
"216",2023-05-19,454.49,804256,457.03,"$458.27","$452.86",2.53999999999996,1,0,0,0,0,0,0,0,0
"217",2023-05-18,455.75,1456533,455.41,"$456.74","$449.40",-0.339999999999975,0,0,0,0,0,0,0,0,0
"218",2023-05-17,457.3,1101942,450,"$458.41","$449.94",-7.30000000000001,0,0,0,0,0,0,0,0,0
"219",2023-05-16,447.73,569703,452.09,"$452.44","$447.66",4.35999999999996,1,0,0,0,0,0,0,0,0
"220",2023-05-15,451.92,668310,450.79,"$453.35","$449.42",-1.13,0,0,0,0,0,0,0,0,0
"221",2023-05-12,450.79,696606,452.8,"$453.87","$447.80",2.00999999999999,1,0,0,0,0,0,0,0,0
"222",2023-05-11,450.69,645427,450.58,"$452.2195","$448.54",-0.110000000000014,0,0,0,0,0,0,0,0,0
"223",2023-05-10,453.15,851078,452.81,"$453.29","$448.71",-0.339999999999975,0,0,0,0,0,0,0,0,0
"224",2023-05-09,452.04,623917,452.9,"$453.9099","$450.1001",0.859999999999957,1,0,0,0,0,0,0,0,0
"225",2023-05-08,450.96,808318,456.49,"$458.30","$450.065",5.53000000000003,1,0,0,0,0,0,0,0,0
"226",2023-05-05,455.54,930634,452.69,"$457.10","$452.08",-2.85000000000002,0,1,1,0,0,0,1,0,0
"227",2023-05-04,451.93,962887,453.66,"$454.04","$446.21",1.73000000000002,1,0,0,0,0,0,0,0,0
"228",2023-05-03,453.07,1116729,458.2,"$459.4748","$452.69",5.13,1,0,0,0,0,0,0,0,0
"229",2023-05-02,458.89,1105493,468.38,"$468.53","$457.25",9.49000000000001,1,0,0,0,0,0,0,0,0
"230",2023-05-01,469.43,1524523,465.04,"$471.08","$464.55",-4.38999999999999,0,0,0,0,0,0,0,0,0
"231",2023-04-28,464.45,1040270,464.82,"$466.16","$462.395",0.370000000000005,1,0,0,0,0,0,0,0,0
"232",2023-04-27,465,1491502,461.85,"$466.33","$461.15",-3.14999999999998,0,0,0,0,0,0,0,0,0
"233",2023-04-26,461.62,1571857,473.95,"$473.95","$459.60",12.33,1,0,0,0,0,0,0,0,0
"234",2023-04-25,475.58,839245,480.7,"$480.92","$475.56",5.12,1,0,0,0,0,0,0,0,0
"235",2023-04-24,480.92,955282,482.39,"$483.53","$478.72",1.46999999999997,1,0,0,0,0,0,0,0,0
"236",2023-04-21,482.55,1382714,491.24,"$491.2834","$480.61",8.69,1,0,0,0,0,0,0,0,0
"237",2023-04-20,490.6,839984,495.83,"$495.83","$489.06",5.22999999999996,1,0,0,0,0,0,0,1,0
"238",2023-04-19,495.16,962227,502,"$503.33","$493.88",6.83999999999997,1,0,0,0,0,0,0,0,0
